9.10476448,8.29936267
4.60797577,3.39397556
7.33569329,2.77364752
2.12290550,-0.21663863
6.51303519,8.28220030
-1.87338548,2.44015364
1.43671954,5.33781138
8.77169765,8.71291317
4.31136315,5.71491444
6.13773512,3.57581436
0.24655098,3.12119144
2.59303174,6.04167572
10.08215148,1.72995696
9.33236857,0.75161492
0.65771834,2.85785766
7.17893418,3.04052621
0.82113972,4.75417904
5.19707586,3.13854494
3.39869231,4.56450931
0.83277212,1.62911616
1.01121357,2.07609263
6.53493342,8.67799686
5.85829515,3.10075736
0.19474161,2.53333090
5.96245004,3.51812191
4.95892602,5.60074584
7.95448803,1.79542297
1.35598809,2.08848157
9.93768782,7.08400712
6.44624286,2.84289586
11.26044346,7.10741680
0.40568751,1.58682613
3.02461559,6.03497661
8.00315438,1.83241199
9.81583170,8.51545582
4.86687485,2.18685526
9.82274074,1.67858930
2.65914179,5.91666782
1.07892101,0.09280684
3.14096993,1.97843945
5.43959063,0.35505538
1.98344556,6.00194842
0.40075215,1.69485412
0.34696216,5.27074236
0.66480943,3.12633935
1.47251780,6.04796101
1.95849332,4.64314653
7.96529767,0.55643007
6.90095797,3.07259570
2.75042032,5.89455701
2.35922914,6.14847970
1.02028457,0.47069701
5.82555959,3.20848875
9.42739038,8.61799117
8.87081821,7.90569757
0.20668134,2.10273709
8.39074501,8.84339521
0.12169559,1.95388361
2.30530803,5.36284337
1.07285013,0.60540116
3.83386050,0.99168367
0.70546159,2.87216404
5.65145986,-1.13766105
6.33963473,1.65831933
3.14517967,0.98692522
4.37002843,2.59600990
6.93566777,3.13167803
9.77105258,8.02261016
2.52208777,6.77974647
11.55787031,6.70147413
10.24202629,8.84062771
7.73724972,1.56920954
7.84840298,9.62453246
0.66700315,1.84038518
5.47257069,2.32797127
-2.53676731,2.80359661
2.60969611,5.99887211
8.40049697,9.08268109
6.24918057,9.47286932
5.71241403,2.04234716
11.22735530,6.12865374
7.34937966,1.70098098
0.28808114,4.77486486
7.81731370,8.29451401
-1.66945368,3.19896759
5.61273977,1.76335585
3.36554933,5.57994262
1.83701688,2.09378666
5.04059062,7.06146332
9.53819624,8.96727419
10.31854600,6.95603743
7.85413862,3.04010283
1.57851487,5.55728841
8.06019129,1.22598929
2.43304176,2.79248660
5.16667155,3.08110710
5.81630257,-1.67944673
0.10972818,1.72928560
6.41105318,1.62993350
3.42446478,5.53372411
0.58035683,7.46707890
11.51254801,7.88982022
6.55177397,8.16125433
4.44295805,2.85411074
5.56810176,8.36748368
1.97058616,5.49759768
8.25422594,0.88127328
1.72648225,1.04077315
2.70431893,2.24644446
5.26484112,5.87915707
3.83790506,6.08832217
8.18119498,8.23308012
-0.66041915,1.85428237
7.43844337,7.02629805
2.69565486,4.80035814
7.28526955,1.47677077
0.48838032,1.68765758
2.85740355,5.38926953
3.32420457,4.69398820
8.62282408,7.48090616
6.33865495,8.63376543
2.89820392,1.78599445
10.71934142,10.28486161
2.32993901,6.60954897
3.15833788,5.88505860
2.13554557,4.16435495
6.43656111,3.20983933
6.73213849,1.96400975
10.32007089,7.49613531
11.71487978,7.84850145
4.79109966,6.83634891
0.24752199,4.69568860
3.52002904,-0.18052440
0.32750055,1.86341074
11.23522719,7.82050556
6.12169169,8.10009009
2.32289868,1.52656022
9.01484906,8.26703509
4.01714482,5.79840755
2.00648813,1.34054784
1.57752339,5.41587816
8.49045166,1.74474309
2.63891470,1.19816734
